Addr,City,Cust Nm,Cust Region,Cust Terr,Decile (group),Email,End Date,Geo Id,Geo Level Nm,Geo Nm,Load date,Mdm Id,Prod Id,Prod Nm,Speciality,Start Date,State,Time Bucket,Time Bucket Master,Trgt Flg,Zip,Curr Calls,Curr Emails Clicked,Curr Emails Open,Curr Emails Sent,Curr Emails Unsubcribed,Curr In Prsn Calls,Curr Vrtl Calls,Decile,Fax,Geo Level Id,Phone,SR no,Tot Spkr Prgm,Tot Spkr Prgm Atnd
1500 E MEDICAL CENTER DR,CLEARWATER,LIANA RAQUEL MARQUIS,SOUTH EAST,TAMPA,Decile 7-8,LIANA RAQUEL MARQUIS@gmail.com,12/20/2021,U000101,NATION,US,12/5/2021,10009992,1001001,EXL,Hospitals,9/10/2020,FL,LTD,LTD,N,33756,1,2,2,4,1,1,0,7,3193562587,2,8407335470,586,0,0
2500 OVERLOOK TER,GIBSON CITY,MELISSA A GOELITZ,MIDWEST,CHICAGO SOUTH,Decile 5-6,MELISSA A GOELITZ@gmail.com,12/20/2021,U000101,NATION,US,5/22/2021,10009999,1001001,EXL,Consultants,9/10/2020,IL,LTD,LTD,N,60936,2,0,0,2,0,0,2,5,2076628133,2,9407335478,587,1,0
100 GRAND ST,SOUTH HADLEY,ANJU A PHILLIPS,NORTHEAST,ALBANY,Decile 7-8,ANJU A PHILLIPS@gmail.com,12/20/2021,U000101,NATION,US,10/19/2021,10010006,1001001,EXL,Consultants,9/10/2020,MA,LTD,LTD,N,01075,2,0,1,4,0,1,1,7,5864933250,2,7807335486,588,0,0
707 E MAIN ST,MACEDON,GOWRAMMA  SHIVASHANKAR,NORTHEAST,ROCHESTER,Decile 1-2,GOWRAMMA  SHIVASHANKAR@gmail.com,12/20/2021,U000101,NATION,US,10/6/2020,10010013,1001001,EXL,Hospitals,9/10/2020,NY,LTD,LTD,N,14502,1,0,0,0,0,1,0,2,9374440953,2,8107335494,589,1,0
801 W PROSPECTOR PL,POMPANO BEACH,AMY R BARKER,SOUTH EAST,MIAMI,Decile 7-8,AMY R BARKER@GLOBAL.NET,12/20/2021,U000101,NATION,US,4/7/2021,10010020,1001001,EXL,Consultants,9/10/2020,FL,LTD,LTD,N,33064,2,0,0,0,0,0,2,8,2169835131,2,7807335502,590,0,0
1800 NW MYHRE RD,LOGAN,TOMASZ WOJCIECH PIETRUS,MID-CENTRAL,LEXINGTON,Decile 9-10,TOMASZ WOJCIECH PIETRUS@gmail.com,12/20/2021,U000101,NATION,US,7/25/2021,10010027,1001001,EXL,Hospitals,9/10/2020,WV,LTD,LTD,Y,25601,0,1,3,3,1,0,0,9,3307265931,2,7507335510,591,0,0
1717 S J ST FL 11,PUTNAM,JOY KATHERINE JONES,NORTHEAST,HARTFORD,Decile 9-10,JOY KATHERINE JONES@icould.com,12/20/2021,U000101,NATION,US,9/24/2020,10010034,1001001,EXL,Consultants,9/10/2020,CT,LTD,LTD,Y,06260,3,2,3,3,0,1,2,10,6145661946,2,8107335518,592,1,1
11100 EUCLID AVE,NEW HYDE PARK,ANDREW DAVID BLOOM,NORTHEAST,LONG ISLAND,Decile 9-10,ANDREW DAVID BLOOM@outlook.com,12/20/2021,U000101,NATION,US,9/15/2021,10010041,1001001,EXL,Consultants,9/10/2020,NY,LTD,LTD,Y,11040,0,0,0,3,0,0,0,9,4438436088,2,8407335526,593,1,1
808 HAWTHORNE LN UNIT 200,LINCOLN PARK,HEATHER N WHITE,GREAT LAKES,DETROIT SOUTH,Decile 5-6,HEATHER N WHITE@gmail.com,12/20/2021,U000101,NATION,US,5/18/2021,10010048,1001001,EXL,Consultants,9/10/2020,MI,LTD,LTD,N,48146,0,1,1,4,0,0,0,5,7326434376,2,7507335534,594,1,1
1325 EASTMORELAND AVE STE 460,GOLDSBORO,RADA  PETRINJAC-NENADIC,MID-CENTRAL,RALEIGH DURHAM,Decile 5-6,RADA  PETRINJAC-NENADIC@outlook.com,12/20/2021,U000101,NATION,US,3/23/2021,10010055,1001001,EXL,Consultants,9/10/2020,NC,LTD,LTD,N,27534,1,0,2,2,0,0,1,5,2159459368,2,8107335542,595,0,0
601 ELMWOOD AVE,PARIS,ROBERT STEPHEN BENNETT,MID-CENTRAL,MEMPHIS LITTLE ROCK,Decile 7-8,ROBERT STEPHEN BENNETT@outlook.com,12/20/2021,U000101,NATION,US,11/5/2021,10010062,1001001,EXL,Consultants,9/10/2020,TN,LTD,LTD,N,38242,1,0,0,3,0,0,1,7,5015268210,2,8307335550,596,1,1
2000 SW ARCHER RD,BURBANK,ALEXIS N SIMPKINS,MIDWEST,CHICAGO SOUTH,Decile 7-8,ALEXIS N SIMPKINS@gmail.com,12/20/2021,U000101,NATION,US,8/24/2021,10010069,1001001,EXL,Hospitals,9/10/2020,IL,LTD,LTD,N,60459,1,0,0,1,0,0,1,7,8122832655,2,8307335558,597,0,0
20 YORK ST,ROCK RAPIDS,WILLIAM B CREDE,MIDWEST,CEDAR RAPIDS / DES MOINES,Decile 1-2,WILLIAM B CREDE@gmail.com,12/20/2021,U000101,NATION,US,11/22/2020,10010076,1001001,EXL,Hospitals,9/10/2020,IA,LTD,LTD,N,51246,1,0,3,3,0,0,1,1,6068864433,2,8107335566,598,1,0
2551 GREENWOOD RD STE 410,URBANDALE,KEISHONDRA ASHLEY SAMPSON,MIDWEST,CEDAR RAPIDS / DES MOINES,Decile 5-6,KEISHONDRA ASHLEY SAMPSON@gmail.com,12/20/2021,U000101,NATION,US,10/2/2020,10010083,1001001,EXL,Consultants,9/10/2020,IA,LTD,LTD,N,50322,2,1,1,3,1,0,2,5,6065288661,2,9007335574,599,0,0
3551 ROGER BROOKE DR,THIENSVILLE,JOHN ROBERT HUGHES,MIDWEST,MILWAUKEE,Decile 1-2,JOHN ROBERT HUGHES@gmail.com,12/20/2021,U000101,NATION,US,5/21/2021,10010090,1001001,EXL,Consultants,9/10/2020,WI,LTD,LTD,N,53097,3,0,3,3,0,1,2,2,7043582945,2,8407335582,600,0,0
400 N PEPPER AVE,MASSAPEQUA,GEETANJLI  MITTAL,NORTHEAST,LONG ISLAND,Decile 9-10,GEETANJLI  MITTAL@GLOBAL.NET,12/20/2021,U000101,NATION,US,7/25/2021,10010097,1001001,EXL,Hospitals,9/10/2020,NY,LTD,LTD,Y,11758,0,2,3,3,0,0,0,10,3192775768,2,9007335590,601,1,0
1200 S CEDAR CREST BLVD,CRAWFORDVILLE,ROCHELLE M SALIB,SOUTH EAST,JACKSONVILLE,Decile 5-6,ROCHELLE M SALIB@icould.com,12/20/2021,U000101,NATION,US,3/20/2021,10010104,1001001,EXL,Consultants,9/10/2020,FL,LTD,LTD,N,32327,1,2,2,2,0,0,1,5,5152414118,2,7807335598,602,1,0
1001 S GEORGE ST,THE VILLAGES,AMBER SOHN BILLET,SOUTH EAST,ORLANDO,Decile 5-6,AMBER SOHN BILLET@gmail.com,12/20/2021,U000101,NATION,US,11/17/2021,10010111,1001001,EXL,Hospitals,9/10/2020,FL,LTD,LTD,N,32159,2,2,2,3,1,1,1,5,9528571554,2,7807335606,603,1,1
777 CLINTON AVE S,MACON,CARISSA ANN SINGH,SOUTH EAST,ATLANTA SOUTH,Decile 5-6,CARISSA ANN SINGH@thunderbird.com,12/20/2021,U000101,NATION,US,10/30/2020,10010118,1001001,EXL,Consultants,9/10/2020,GA,LTD,LTD,N,31217,0,0,0,0,0,0,0,5,6053227519,2,7807335614,604,1,1
1220 N HIGHWAY A1A STE 147,SUGAR LAND,ANNA E HADID,SOUTHWEST,HOUSTON,Decile 3-4,ANNA E HADID@thunderbird.com,12/20/2021,U000101,NATION,US,7/8/2021,10010125,1001001,EXL,Consultants,9/10/2020,TX,LTD,LTD,N,77479,2,0,0,0,0,1,1,4,7817445235,2,8107335622,605,1,0
1600 SW ARCHER RD,MCALLEN,KATHLEEN RASHE BURNS,SOUTHWEST,SAN ANTONIO,Decile 3-4,KATHLEEN RASHE BURNS@aolmail.com,12/20/2021,U000101,NATION,US,7/3/2021,10010132,1001001,EXL,Consultants,9/10/2020,TX,LTD,LTD,N,78503,2,0,3,4,0,0,2,4,5088568357,2,8107335630,606,1,1
29355 NORTHWESTERN HWY STE 210,MISSION,JACQUELINE L GIERER,UPPER NORTHWEST CENTRAL,KANSAS CITY,Decile 9-10,JACQUELINE L GIERER@gmail.com,12/20/2021,U000101,NATION,US,12/12/2021,10010139,1001001,EXL,Consultants,9/10/2020,KS,LTD,LTD,Y,66202,2,0,1,1,0,1,1,9,2568255742,2,8107335638,607,0,0
6030 W HIGHWAY 74 STE D,WHITE CITY,ANDREW BIRD KINDEL,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 9-10,ANDREW BIRD KINDEL@gmail.com,12/20/2021,U000101,NATION,US,7/19/2021,10010146,1001001,EXL,Hospitals,9/10/2020,OR,LTD,LTD,Y,97503,2,0,1,3,0,1,1,9,3217230556,2,9007335646,608,1,0
1 BOSTON MEDICAL CTR PL,SALT LAKE CITY,PETER H GONZALEZ,UPPER NORTHWEST CENTRAL,SALT LAKE CITY,Decile 1-2,PETER H GONZALEZ@gmail.com,12/20/2021,U000101,NATION,US,11/18/2020,10010153,1001001,EXL,Hospitals,9/10/2020,UT,LTD,LTD,N,84106,1,2,3,3,0,1,0,1,8067250053,2,9407335654,609,1,0
1 GUTHRIE DR,SPOKANE,SIMA SUHAS PENDHARKAR,UPPER NORTHWEST CENTRAL,SEATTLE NORTH,Decile 9-10,SIMA SUHAS PENDHARKAR@icould.com,12/20/2021,U000101,NATION,US,9/4/2021,10010160,1001001,EXL,Hospitals,9/10/2020,WA,LTD,LTD,Y,99204,1,1,2,3,1,0,1,9,4803440288,2,9007335662,610,1,0
1600 SW ARCHER RD,BENZONIA,HERBERT E WARD,Unassigned,US,Decile 9-10,HERBERT E WARD@EDU.ORG,12/20/2021,U000101,NATION,US,6/3/2021,10010167,1001001,EXL,Consultants,9/10/2020,MI,LTD,LTD,Y,49616,2,0,2,2,0,0,2,9,8185461650,2,7507335670,611,0,0
462 1ST AVE A-560,SAINT HELENA,JENNIFER MARIE SCHELKER,WEST,SACRAMENTO,Decile 7-8,JENNIFER MARIE SCHELKER@gmail.com,12/20/2021,U000101,NATION,US,11/26/2021,10010174,1001001,EXL,Consultants,9/10/2020,CA,LTD,LTD,N,94574,3,0,0,0,0,1,2,7,7024753261,2,8107335678,612,1,0
25869 KELLY RD STE A,POINT REYES STATION,HARESH S MEHTA,WEST,SAN FRANCISCO EAST,Decile 1-2,HARESH S MEHTA@gmail.com,12/20/2021,U000101,NATION,US,9/2/2021,10010181,1001001,EXL,Consultants,9/10/2020,CA,LTD,LTD,N,94956,3,1,2,3,0,1,2,1,3132745540,2,8407335686,613,0,0
177 FORT WASHINGTON AVE,NORTH LAS VEGAS,SILVIA  SLOAN,WEST,SAN BERNADINO / LAS VEGAS,Decile 1-2,SILVIA  SLOAN@outlook.com,12/20/2021,U000101,NATION,US,10/9/2021,10010188,1001001,EXL,Hospitals,9/10/2020,NV,LTD,LTD,N,89031,1,0,0,0,0,0,1,1,3137458165,2,7807335694,614,1,0
1801 HICKMAN RD,PARKVILLE,MICHELLE RAE DAVIDS,MID-ATLANTIC,BALTIMORE,Decile 5-6,MICHELLE RAE DAVIDS@thunderbird.com,12/20/2021,U000101,NATION,US,9/22/2020,10010195,1001001,EXL,Consultants,9/10/2020,MD,LTD,LTD,N,21234,0,1,2,4,1,0,0,6,2483544807,2,8107335702,615,1,0
1900 W POLK ST RM 1208,FORT BRAGG,MICHELE DE SOUZA DE SOUZA MORAIS,MID-CENTRAL,CHARLOTTE,Decile 5-6,MICHELE DE SOUZA DE SOUZA MORAIS@thunderbird.com,12/20/2021,U000101,NATION,US,4/27/2021,10010202,1001001,EXL,Consultants,9/10/2020,NC,LTD,LTD,N,28310,0,0,2,3,0,0,0,5,2693417781,2,7507335710,616,1,1
701 WINTHROP AVE,LAKE OSWEGO,MUHAMMAD A SHAHZAD,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 5-6,MUHAMMAD A SHAHZAD@yahoo.com,12/20/2021,U000101,NATION,US,1/14/2021,10010209,1001001,EXL,Consultants,9/10/2020,OR,LTD,LTD,N,97035,1,0,0,0,0,1,0,5,5138621584,2,9007335718,617,1,0
4525 W 6TH ST STE 100,ONTARIO,GREGORY DEAN SCHNOSE,WEST,LOS ANGELES EAST,Decile 9-10,GREGORY DEAN SCHNOSE@icould.com,12/20/2021,U000101,NATION,US,11/14/2020,10010216,1001001,EXL,Consultants,9/10/2020,CA,LTD,LTD,Y,91761,3,0,0,0,0,1,2,9,2163836481,2,7507335726,618,0,0
9892 BUSTLETON AVE,SANTA BARBARA,MIKHAIL IOSIF AZRILEVICH,WEST,SAN  FRANCISCO WEST,Decile 1-2,MIKHAIL IOSIF AZRILEVICH@gmail.com,12/20/2021,U000101,NATION,US,11/1/2021,10010223,1001001,EXL,Hospitals,9/10/2020,CA,LTD,LTD,N,93105,3,0,1,4,0,1,2,1,3306787301,2,9407335734,619,0,0
3443 DICKERSON PIKE STE 680,MESQUITE,TRAVIS RAY GRAVES,SOUTHWEST,DALLAS,Decile 7-8,TRAVIS RAY GRAVES@yahoo.com,12/20/2021,U000101,NATION,US,7/23/2021,10010230,1001001,EXL,Consultants,9/10/2020,TX,LTD,LTD,N,75149,2,0,1,3,0,0,2,7,4197567275,2,8307335742,620,1,1
1824 W 8TH ST,COOPERSTOWN,NEELAM S THOMAS,Unassigned,US,Decile 1-2,NEELAM S THOMAS@outlook.com,12/20/2021,U000101,NATION,US,12/20/2020,10010237,1001001,EXL,Consultants,9/10/2020,NY,LTD,LTD,N,13326,1,0,0,0,0,1,0,1,8145357079,2,7807335750,621,1,1
2700 HOSPITAL DR,SEBRING,AMANDA MAE STEVENS,SOUTH EAST,TAMPA,Decile 3-4,AMANDA MAE STEVENS@yahoo.com,12/20/2021,U000101,NATION,US,3/3/2021,10010244,1001001,EXL,Consultants,9/10/2020,FL,LTD,LTD,N,33872,2,0,1,4,0,0,2,3,7323419968,2,9007335758,622,1,0
200 EXEMPLA CIR,BLOOMFIELD HILLS,RICK EDWARD CARLSON,GREAT LAKES,DETROIT NORTH,Decile 3-4,RICK EDWARD CARLSON@icould.com,12/20/2021,U000101,NATION,US,1/12/2021,10010251,1001001,EXL,Consultants,9/10/2020,MI,LTD,LTD,N,48304,1,0,0,1,0,0,1,3,9736278383,2,8407335766,623,0,0
413 LILLY RD NE,BATAVIA,SARAH A WURSTER,NORTHEAST,ROCHESTER,Decile 3-4,SARAH A WURSTER@outlook.com,12/20/2021,U000101,NATION,US,1/9/2021,10010258,1001001,EXL,Consultants,9/10/2020,NY,LTD,LTD,N,14020,1,0,0,2,0,1,0,4,7574880007,2,9407335774,624,1,1
5777 E MAYO BLVD,AMHERST,NEETA  JAIN,Unassigned,US,Decile 9-10,NEETA  JAIN@gmail.com,12/20/2021,U000101,NATION,US,3/29/2021,10010265,1001001,EXL,Hospitals,9/10/2020,MA,LTD,LTD,Y,01002,3,1,1,4,1,1,2,10,5407413348,2,8307335782,625,1,0
7115 GREENBACK LN,WARRENSVILLE HEIGHTS,ANWAR  SAEED,GREAT LAKES,CLEVELAND,Decile 1-2,ANWAR  SAEED@outlook.com,12/20/2021,U000101,NATION,US,11/6/2021,10010272,1001001,EXL,Consultants,9/10/2020,OH,LTD,LTD,N,44122,1,0,2,2,0,1,0,2,4793400015,2,7807335790,626,0,0
1500 E MEDICAL CENTER DR,CENTER VALLEY,BRIAN THOMAS EMMER,MID-ATLANTIC,ALLENTOWN,Decile 5-6,BRIAN THOMAS EMMER@yahoo.com,12/20/2021,U000101,NATION,US,8/7/2021,10010279,1001001,EXL,Consultants,9/10/2020,PA,LTD,LTD,N,18034,2,1,3,3,1,0,2,5,8647254399,2,8307335798,627,1,0
600 N WOLFE ST,JACOBUS,PATRICIA U NJOKU,MID-ATLANTIC,PHILADELPHIA SOUTH,Decile 3-4,PATRICIA U NJOKU@gmail.com,12/20/2021,U000101,NATION,US,2/16/2021,10010286,1001001,EXL,Hospitals,9/10/2020,PA,LTD,LTD,N,17407,1,0,2,2,0,0,1,4,7732925944,2,7507335806,628,1,1
2301 ERWIN RD,ROCK ISLAND,MELISSA ANNE RADLIFF,Unassigned,US,Decile 5-6,MELISSA ANNE RADLIFF@gmail.com,12/20/2021,U000101,NATION,US,3/29/2021,10010293,1001001,EXL,Hospitals,9/10/2020,IL,LTD,LTD,N,61201,2,0,0,0,0,1,1,5,8474280472,2,8407335814,629,1,0
660 S EUCLID AVE CAMPUS,BLUE ASH,DANICELA  YOUNCE,GREAT LAKES,CINCINNATI DAYTON,Decile 3-4,DANICELA  YOUNCE@gmail.com,12/20/2021,U000101,NATION,US,11/23/2021,10010300,1001001,EXL,Consultants,9/10/2020,OH,LTD,LTD,N,45242,3,2,2,2,0,1,2,4,4172692427,2,9007335822,630,1,1
600 E 5TH ST,FLORHAM PARK,JOHN EDD BUCKLEW,MID-ATLANTIC,NORTH JERSEY,Decile 3-4,JOHN EDD BUCKLEW@yahoo.com,12/20/2021,U000101,NATION,US,2/26/2021,10010307,1001001,EXL,Hospitals,9/10/2020,NJ,LTD,LTD,N,07932,1,2,2,4,1,0,1,4,6082635969,2,8307335830,631,0,0
451 CLARKSON AVE,HOBOKEN,JEAN MICHEL JOSEPH,MID-ATLANTIC,NORTH JERSEY,Decile 5-6,JEAN MICHEL JOSEPH@gmail.com,12/20/2021,U000101,NATION,US,4/5/2021,10010314,1001001,EXL,Hospitals,9/10/2020,NJ,LTD,LTD,N,07030,0,0,0,2,0,0,0,6,3055850000,2,8107335838,632,1,1
2600 CENTER ST NE,WEST ORANGE,MELVA JEANNETTE PENNE,MID-ATLANTIC,NORTH JERSEY,Decile 3-4,MELVA JEANNETTE PENNE@outlook.com,12/20/2021,U000101,NATION,US,1/8/2021,10010321,1001001,EXL,Consultants,9/10/2020,NJ,LTD,LTD,N,07052,1,0,0,1,0,0,1,3,5034137361,2,8307335846,633,1,1
3601 W 13 MILE RD,DREXEL HILL,BRADLEY S HAAS,MID-ATLANTIC,PHILADELPHIA SOUTH,Decile 3-4,BRADLEY S HAAS@gmail.com,12/20/2021,U000101,NATION,US,3/20/2021,10010328,1001001,EXL,Consultants,9/10/2020,PA,LTD,LTD,N,19026,0,0,1,3,0,0,0,4,4132845117,2,9407335854,634,0,0
9500 EUCLID AVE,WILLIAMSBURG,BAHAA MAHMOUD ELSAYED ABDELGHAFFAR,MID-ATLANTIC,RICHMOND,Decile 3-4,BAHAA MAHMOUD ELSAYED ABDELGHAFFAR@yahoo.com,12/20/2021,U000101,NATION,US,10/7/2021,10010335,1001001,EXL,Consultants,9/10/2020,VA,LTD,LTD,N,23188,0,2,2,4,0,0,0,4,9095803814,2,8307335862,635,0,0
3300 GALLOWS RD,NEW ALBANY,SUVI S HYYTIAINEN,MID-CENTRAL,LOUISVILLE,Decile 1-2,SUVI S HYYTIAINEN@gmail.com,12/20/2021,U000101,NATION,US,6/11/2021,10010342,1001001,EXL,Hospitals,9/10/2020,IN,LTD,LTD,N,47150,1,0,1,3,0,1,0,2,2486499745,2,9407335870,636,0,0
11401 BLOOMFIELD AVE,LONGVIEW,JULIE MARIE DUANE,UPPER NORTHWEST CENTRAL,SEATTLE SOUTH,Decile 5-6,JULIE MARIE DUANE@thunderbird.com,12/20/2021,U000101,NATION,US,5/27/2021,10010349,1001001,EXL,Hospitals,9/10/2020,WA,LTD,LTD,N,98632,1,1,3,3,0,0,1,6,3309547211,2,9007335878,637,1,0
1001 POTRERO AVE STE 1E21,MARQUETTE,GRACE GYUNGAH AHN,Unassigned,US,Decile 7-8,GRACE GYUNGAH AHN@outlook.com,12/20/2021,U000101,NATION,US,12/13/2020,10010356,1001001,EXL,Consultants,9/10/2020,MI,LTD,LTD,N,49855,2,1,1,1,1,1,1,8,2123056792,2,7807335886,638,1,1
3501 JOHNSON ST,LAS CRUCES,WILLIE  CONCEPCION,Unassigned,US,Decile 9-10,WILLIE  CONCEPCION@gmail.com,12/20/2021,U000101,NATION,US,10/20/2020,10010363,1001001,EXL,Consultants,9/10/2020,NM,LTD,LTD,Y,88012,1,0,1,3,0,1,0,10,8286552343,2,8407335894,639,0,0
2799 W GRAND BLVD,MUNCY,JAMES J JEFFRIES,Unassigned,US,Decile 1-2,JAMES J JEFFRIES@outlook.com,12/20/2021,U000101,NATION,US,5/16/2021,10010370,1001001,EXL,Hospitals,9/10/2020,PA,LTD,LTD,N,17756,1,2,2,2,0,0,1,1,7043849565,2,9407335902,640,0,0
3300 GALLOWS RD,EL CAJON,LAMA  ALSAMARA,WEST,SAN DIEGO,Decile 1-2,LAMA  ALSAMARA@yahoo.com,12/20/2021,U000101,NATION,US,11/12/2020,10010377,1001001,EXL,Consultants,9/10/2020,CA,LTD,LTD,N,92020,2,1,1,2,0,1,1,1,5152822332,2,9407335910,641,1,1
2701 PATRIOT BLVD,CHARLESTOWN,COLLEEN M NUGENT,GREAT LAKES,INDIANAPOLIS SOUTH,Decile 1-2,COLLEEN M NUGENT@thunderbird.com,12/20/2021,U000101,NATION,US,8/21/2021,10010384,1001001,EXL,Consultants,9/10/2020,IN,LTD,LTD,N,47111,3,1,3,4,1,1,2,1,3129266134,2,7807335918,642,1,0
49 JESSE HILL JR DR SE,HIGH POINT,ELIZABETH A DAVLANTES,MID-CENTRAL,CHARLOTTE,Decile 9-10,ELIZABETH A DAVLANTES@thunderbird.com,12/20/2021,U000101,NATION,US,11/9/2020,10010391,1001001,EXL,Consultants,9/10/2020,NC,LTD,LTD,Y,27262,3,0,2,2,0,1,2,10,7635877989,2,9007335926,643,1,1
8041 HOSBROOK RD STE 200,MURFREESBORO,DOUGLAS ALAN SAUNDERS,MID-CENTRAL,NASHVILLE KNOXVILLE,Decile 7-8,DOUGLAS ALAN SAUNDERS@aolmail.com,12/20/2021,U000101,NATION,US,6/30/2021,10010398,1001001,EXL,Consultants,9/10/2020,TN,LTD,LTD,N,37129,1,0,0,4,0,1,0,8,2034665075,2,8407335934,644,1,1
1320 MERCY DR NW,WAUTOMA,MICHELLE DAWN WALTERS,MIDWEST,MILWAUKEE,Decile 3-4,MICHELLE DAWN WALTERS@gmail.com,12/20/2021,U000101,NATION,US,10/4/2020,10010405,1001001,EXL,Consultants,9/10/2020,WI,LTD,LTD,N,54982,1,0,0,4,0,1,0,3,4135324668,2,9407335942,645,0,0
208 MILL RD,NEW LONDON,JOHN J PODKOWA,NORTHEAST,HARTFORD,Decile 7-8,JOHN J PODKOWA@outlook.com,12/20/2021,U000101,NATION,US,6/20/2021,10010412,1001001,EXL,Consultants,9/10/2020,CT,LTD,LTD,N,06320,0,0,0,4,0,0,0,8,6174149201,2,9007335950,646,0,0
965 48TH ST,SOUTHINGTON,LAWRENCE E HAINES,NORTHEAST,HARTFORD,Decile 9-10,LAWRENCE E HAINES@thunderbird.com,12/20/2021,U000101,NATION,US,12/7/2021,10010419,1001001,EXL,Consultants,9/10/2020,CT,LTD,LTD,Y,06489,1,2,2,3,1,1,0,9,6174149201,2,8407335958,647,0,0
3603 BIENVILLE BLVD STE 102,CORAL SPRINGS,CHRISTOPHER PATRICK KARCHER,SOUTH EAST,MIAMI,Decile 9-10,CHRISTOPHER PATRICK KARCHER@gmail.com,12/20/2021,U000101,NATION,US,9/12/2021,10010426,1001001,EXL,Hospitals,9/10/2020,FL,LTD,LTD,Y,33065,1,0,0,0,0,1,0,9,6142933124,2,9407335966,648,0,0
1400 S DOBSON RD,MAITLAND,NAVED NIAZUL HAQ KHAN,SOUTH EAST,ORLANDO,Decile 3-4,NAVED NIAZUL HAQ KHAN@GLOBAL.NET,12/20/2021,U000101,NATION,US,1/10/2021,10010433,1001001,EXL,Hospitals,9/10/2020,FL,LTD,LTD,N,32751,1,2,2,2,0,0,1,4,7049851031,2,7807335974,649,0,0
1500 E MEDICAL CENTER DR SPC 5376,TARPON SPRINGS,JOHN EUGENE BILLI,SOUTH EAST,TAMPA,Decile 9-10,JOHN EUGENE BILLI@outlook.com,12/20/2021,U000101,NATION,US,4/22/2021,10010440,1001001,EXL,Hospitals,9/10/2020,FL,LTD,LTD,Y,34689,2,0,0,0,0,0,2,9,7043555736,2,7507335982,650,0,0
5301 E HURON RIVER DR,OWASSO,JESSICA RACHEL GOLBUS,SOUTHWEST,OKLAHOMA CITY,Decile 5-6,JESSICA RACHEL GOLBUS@GLOBAL.NET,12/20/2021,U000101,NATION,US,5/19/2021,10010447,1001001,EXL,Consultants,9/10/2020,OK,LTD,LTD,N,74055,1,0,0,0,0,1,0,5,9103438448,2,9407335990,651,1,0
410 W 10TH AVE,COUNCIL BLUFFS,ALICIA  MONAHAN,UPPER NORTHWEST CENTRAL,KANSAS CITY,Decile 3-4,ALICIA  MONAHAN@thunderbird.com,12/20/2021,U000101,NATION,US,5/11/2021,10010454,1001001,EXL,Hospitals,9/10/2020,IA,LTD,LTD,N,51501,2,0,0,0,0,0,2,3,6174147757,2,9407335998,652,1,1
20 YORK ST,ONEONTA,OLUBUNMI I OTOLORIN,Unassigned,US,Decile 7-8,OLUBUNMI I OTOLORIN@gmail.com,12/20/2021,U000101,NATION,US,10/8/2021,10010461,1001001,EXL,Consultants,9/10/2020,NY,LTD,LTD,N,13820,0,0,0,3,0,0,0,7,5854230739,2,8307336006,653,0,0
4802 10TH AVE,HONESDALE,ARTHUR CHRISTOPHER GRANT,Unassigned,US,Decile 1-2,ARTHUR CHRISTOPHER GRANT@gmail.com,12/20/2021,U000101,NATION,US,5/12/2021,10010468,1001001,EXL,Consultants,9/10/2020,PA,LTD,LTD,N,18431,3,0,3,3,0,1,2,1,3217685090,2,7507336014,654,0,0
36065 SANTA FE AVE,MARINETTE,DYLAN  CLABAUGH,Unassigned,US,Decile 7-8,DYLAN  CLABAUGH@thunderbird.com,12/20/2021,U000101,NATION,US,7/23/2021,10010475,1001001,EXL,Hospitals,9/10/2020,WI,LTD,LTD,N,54143,1,0,0,4,0,0,1,8,6017987553,2,7807336022,655,1,1
325 9TH AVE,SUPERIOR,SEMAHUGNE WORKNEH TEGEGNE,Unassigned,US,Decile 7-8,SEMAHUGNE WORKNEH TEGEGNE@aolmail.com,12/20/2021,U000101,NATION,US,1/8/2021,10010482,1001001,EXL,Consultants,9/10/2020,WI,LTD,LTD,N,54880,2,2,2,3,1,0,2,7,5036558429,2,8107336030,656,0,0
10333 EL CAMINO REAL,NATIONAL CITY,STEPHEN GERARD SHAW,WEST,SAN DIEGO,Decile 5-6,STEPHEN GERARD SHAW@aolmail.com,12/20/2021,U000101,NATION,US,12/3/2020,10010489,1001001,EXL,Consultants,9/10/2020,CA,LTD,LTD,N,91950,1,0,0,2,0,1,0,5,2067448527,2,8307336038,657,1,0
3102 E HIGHLAND AVE,CLOVIS,DONNA L ROBINSON,WEST,SAN FRANCISCO EAST,Decile 9-10,DONNA L ROBINSON@aolmail.com,12/20/2021,U000101,NATION,US,11/13/2020,10010496,1001001,EXL,Consultants,9/10/2020,CA,LTD,LTD,Y,93611,1,0,2,2,0,0,1,10,5052726308,2,7807336046,658,0,0
111 S 11TH ST STE 2170,NORTHFIELD,PETER J TOMASELLI,MIDWEST,MINNEAPOLIS SOUTH,Decile 9-10,PETER J TOMASELLI@thunderbird.com,12/20/2021,U000101,NATION,US,10/26/2020,10010503,1001001,EXL,Consultants,9/10/2020,MN,LTD,LTD,Y,55057,0,0,0,4,0,0,0,10,2485935658,2,8407336054,659,1,0
